Query ID	Subject ID	Percent Identity	Alignment Length	Mismatches	Gap Openings	Query Start	Query End	Subject Start	Subject End	E-Value	Bit Score
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	tr|A0A1W6L588|A0A1W6L588_9BURK	30.165	242	158	4	195	435	38	269	6.96e-20	81.3
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	tr|W0TJ64|W0TJ64_9PSEU	28.807	243	160	6	199	440	61	291	2.64e-19	79.7
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	WP_104613137.1	29.046	241	159	5	199	439	56	284	1.54e-17	74.7
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	tr|E5BBQ2|E5BBQ2_THEFU	28.98	245	160	6	196	439	71	302	3.51e-17	73.6
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	WP_093412886.1	30.631	222	130	6	225	439	74	278	9.42e-17	72.0
tr|A0A382B0C1|A0A382B0C1_9ZZZZ	WP_085690612.1	27.679	112	66	6	278	384	81	182	0.016	27.7
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_111881932.1	55.294	255	105	2	22	272	37	286	2.81e-101	294.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_039353427.1	52.158	278	122	2	22	299	37	303	1.4999999999999998e-94	277.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	UUT36764.1	37.037	216	132	3	41	256	77	288	3.4299999999999995e-42	140.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|C3RYL0|C3RYL0_9BACT	40.316	253	138	7	17	266	56	298	9.049999999999999e-42	139.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	UUT36763.1	37.443	219	130	4	17	235	61	272	3.6699999999999997e-41	137.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	38.919	185	109	2	41	225	74	254	6.889999999999999e-41	137.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	37.395	238	140	5	20	256	49	278	3.29e-40	134.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	ANP21911.1	34.167	240	149	4	17	256	53	283	9.16e-40	134.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|R4YKL9|R4YKL9_OLEAN	37.288	236	135	7	16	248	58	283	2.05e-39	133.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_062195544.1	35.526	228	129	3	36	249	40	263	4.33e-39	131.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	ANP21910.1	38.532	218	126	6	16	232	51	261	2.34e-38	130.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	ODU60407.1	32.258	248	161	3	17	262	46	288	4.55e-38	129.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|A0A0G3BI90|A0A0G3BI90_9BURK	32.5	240	154	2	20	259	48	279	1.16e-37	128.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	RLU00646.1	37.264	212	126	4	13	224	57	261	1.83e-37	127.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|G9BY57|PETH_UNKP	31.102	254	161	5	16	268	48	288	8.67e-33	115.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	RLT92980.1	33.478	230	133	4	37	249	21	247	9.35e-33	114.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|E9LVH7|E9LVH7_THEAE	34.247	219	133	4	41	259	38	245	7.3e-32	111.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	ADV92526.1	34.389	221	130	5	41	259	38	245	9.26e-32	111.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|Q6A0I4|PETH2_THEFU	34.389	221	130	5	41	259	77	284	2.4400000000000003e-31	111.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|Q47RJ6|PETH2_THEFY	34.389	221	130	5	41	259	77	284	2.4400000000000003e-31	111.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	AET05799.1	34.389	221	130	5	41	259	77	284	2.4400000000000003e-31	111.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|F7IX06|PETH2_THEAE	33.484	221	136	4	41	261	76	285	1.25e-30	109.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	BAI99230.2	33.484	221	136	4	41	261	72	281	1.8499999999999998e-30	108.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	GBD22443.1	32.71	214	134	3	16	229	48	251	2.24e-30	108.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|Q47RJ7|PETH1_THEFY	32.579	221	134	5	41	259	95	302	7.53e-30	107.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	AET05798.1	32.579	221	134	5	41	259	95	302	7.53e-30	107.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	EGD44994.1	30.568	229	146	5	41	268	71	287	1.59e-28	103.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|A0A0K8P6T7|PETH_IDESA	34.703	219	138	2	41	259	63	276	1.91e-28	103.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	sp|P19833|LIP1_MORS1	34.783	207	107	6	32	222	72	266	3.53e-27	100.0
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|H6WX58|H6WX58_9ACTN	29.279	222	146	4	41	262	38	248	1.78e-26	97.4
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|D1A9G5|D1A9G5_THECD	31.25	224	138	6	41	262	66	275	1.9500000000000002e-26	97.8
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_078759821.1	29.018	224	142	5	41	261	85	294	5.07e-25	94.4
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|W0TJ64|W0TJ64_9PSEU	32.883	222	134	6	41	259	81	290	1.25e-24	93.2
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_104613137.1	33.937	221	131	5	41	259	77	284	1.88e-24	92.4
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|E5BBQ2|E5BBQ2_THEFU	32.127	221	135	5	41	259	95	302	3e-22	86.7
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	tr|A0A1W6L588|A0A1W6L588_9BURK	32.407	216	140	2	41	256	61	270	5.95e-22	85.5
tr|A0A382LAZ8|A0A382LAZ8_9ZZZZ	WP_093412886.1	28.959	221	143	5	41	260	71	278	6.06e-14	62.4
GBD22443.1	GBD22443.1	100.0	293	0	0	1	293	1	293	0.0	595.0
GBD22443.1	sp|G9BY57|PETH_UNKP	92.15	293	23	0	1	293	1	293	0.0	515.0
GBD22443.1	BAI99230.2	60.996	241	91	3	37	275	37	276	1.8700000000000002e-107	306.0
GBD22443.1	ADV92526.1	60.082	243	94	3	35	275	1	242	7.020000000000001e-107	303.0
GBD22443.1	sp|Q6A0I4|PETH2_THEFU	60.331	242	93	3	36	275	41	281	1.3499999999999999e-106	304.0
GBD22443.1	sp|Q47RJ6|PETH2_THEFY	60.331	242	93	3	36	275	41	281	1.3499999999999999e-106	304.0
GBD22443.1	AET05799.1	60.331	242	93	3	36	275	41	281	1.3499999999999999e-106	304.0
GBD22443.1	tr|H6WX58|H6WX58_9ACTN	59.917	242	94	3	36	275	2	242	4.5000000000000005e-105	299.0
GBD22443.1	tr|E9LVH7|E9LVH7_THEAE	59.671	243	95	3	35	275	1	242	8.02e-105	298.0
GBD22443.1	sp|F7IX06|PETH2_THEAE	60.166	241	93	3	37	275	41	280	1.18e-104	299.0
GBD22443.1	sp|Q47RJ7|PETH1_THEFY	59.091	242	96	3	36	275	59	299	9.109999999999999e-104	297.0
GBD22443.1	AET05798.1	59.091	242	96	3	36	275	59	299	9.109999999999999e-104	297.0
GBD22443.1	tr|D1A9G5|D1A9G5_THECD	57.308	260	100	6	39	291	33	288	3.86e-98	282.0
GBD22443.1	WP_104613137.1	59.504	242	95	3	36	275	41	281	4.38e-97	280.0
GBD22443.1	tr|E5BBQ2|E5BBQ2_THEFU	59.504	242	95	3	36	275	59	299	2.43e-96	278.0
GBD22443.1	WP_078759821.1	52.431	288	129	7	9	292	24	307	9.2e-96	277.0
GBD22443.1	tr|W0TJ64|W0TJ64_9PSEU	56.977	258	106	5	34	287	44	300	2.79e-94	273.0
GBD22443.1	EGD44994.1	49.11	281	127	7	14	287	19	290	6.92e-85	248.0
GBD22443.1	WP_093412886.1	49.826	287	134	7	9	287	5	289	2.49e-78	232.0
GBD22443.1	WP_062195544.1	51.837	245	109	5	39	275	27	270	7.6e-77	228.0
GBD22443.1	RLU00646.1	49.057	265	120	8	39	292	50	310	2.48e-76	227.0
GBD22443.1	ANP21910.1	44.637	289	143	7	15	288	18	304	4.65e-76	226.0
GBD22443.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	45.588	272	132	6	30	288	33	301	1.98e-75	224.0
GBD22443.1	ANP21911.1	44.674	291	142	8	13	288	13	299	3e-75	224.0
GBD22443.1	UUT36764.1	45.385	260	128	7	39	286	45	302	1.54e-71	215.0
GBD22443.1	UUT36763.1	46.591	264	123	7	39	286	50	311	7.730000000000001e-71	213.0
GBD22443.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	47.368	266	128	6	31	288	26	287	8.42e-71	213.0
GBD22443.1	ODU60407.1	44.286	280	135	7	28	288	25	302	1.2599999999999999e-68	207.0
GBD22443.1	sp|A0A0K8P6T7|PETH_IDESA	44.863	292	141	8	7	289	8	288	7.84e-68	205.0
GBD22443.1	tr|R4YKL9|R4YKL9_OLEAN	45.0	260	129	7	39	286	48	305	1.6499999999999997e-67	204.0
GBD22443.1	tr|C3RYL0|C3RYL0_9BACT	44.322	273	136	10	29	288	36	305	1.14e-64	197.0
GBD22443.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	40.199	301	160	11	1	288	1	294	3.98e-63	193.0
GBD22443.1	sp|P19833|LIP1_MORS1	42.731	227	122	4	53	275	77	299	1.56e-58	182.0
GBD22443.1	tr|A0A1W6L588|A0A1W6L588_9BURK	46.063	254	127	5	35	281	26	276	3.7e-58	180.0
GBD22443.1	WP_111881932.1	39.526	253	142	4	46	287	29	281	9.219999999999999e-48	155.0
GBD22443.1	WP_039353427.1	37.354	257	151	4	46	292	29	285	1.54e-40	136.0
GBD22443.1	RLT92980.1	35.983	239	138	6	49	274	17	253	8.039999999999999e-38	126.0
GBD22443.1	pdb|2FX5|A	24.064	187	125	6	94	271	57	235	0.000402	32.0
GBD22443.1	tr|W6R2Y2|W6R2Y2_PSEP5	30.769	78	50	2	81	157	22	96	0.048	25.4
AET05798.1	sp|Q47RJ7|PETH1_THEFY	100.0	319	0	0	1	319	1	319	0.0	650.0
AET05798.1	AET05798.1	100.0	319	0	0	1	319	1	319	0.0	650.0
AET05798.1	tr|E5BBQ2|E5BBQ2_THEFU	96.552	319	11	0	1	319	1	319	0.0	628.0
AET05798.1	sp|Q6A0I4|PETH2_THEFU	93.023	301	21	0	19	319	1	301	0.0	546.0
AET05798.1	sp|Q47RJ6|PETH2_THEFY	93.023	301	21	0	19	319	1	301	0.0	546.0
AET05798.1	AET05799.1	93.023	301	21	0	19	319	1	301	0.0	546.0
AET05798.1	WP_104613137.1	94.02	301	18	0	19	319	1	301	0.0	526.0
AET05798.1	ADV92526.1	93.103	261	18	0	59	319	2	262	0.0	506.0
AET05798.1	tr|E9LVH7|E9LVH7_THEAE	91.571	261	22	0	59	319	2	262	0.0	491.0
AET05798.1	sp|F7IX06|PETH2_THEAE	84.385	301	46	1	19	319	1	300	2.44e-178	487.0
AET05798.1	BAI99230.2	82.06	301	49	2	19	319	1	296	4.55e-178	486.0
AET05798.1	tr|H6WX58|H6WX58_9ACTN	76.628	261	61	0	59	319	2	262	2.37e-156	430.0
AET05798.1	WP_078759821.1	58.923	297	113	4	28	318	15	308	6.59e-126	354.0
AET05798.1	tr|W0TJ64|W0TJ64_9PSEU	66.031	262	83	3	60	319	47	304	2.3500000000000002e-122	345.0
AET05798.1	tr|D1A9G5|D1A9G5_THECD	60.618	259	96	3	62	318	33	287	6.06e-117	331.0
AET05798.1	sp|G9BY57|PETH_UNKP	59.091	242	96	3	59	299	36	275	1.7899999999999997e-104	299.0
AET05798.1	GBD22443.1	59.091	242	96	3	59	299	36	275	6.62e-104	298.0
AET05798.1	WP_093412886.1	57.241	290	116	4	32	319	10	293	1.78e-99	286.0
AET05798.1	EGD44994.1	49.315	292	141	4	29	318	7	293	5.77e-94	273.0
AET05798.1	ANP21911.1	49.007	302	138	8	30	319	5	302	8.18e-93	270.0
AET05798.1	RLU00646.1	51.111	270	121	8	58	319	46	312	1.84e-88	259.0
AET05798.1	ANP21910.1	44.66	309	151	9	28	319	2	307	7.68e-88	258.0
AET05798.1	WP_062195544.1	48.689	267	127	5	62	319	27	292	1.0700000000000001e-86	254.0
AET05798.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	50.0	266	122	7	62	319	42	304	7.780000000000001e-86	252.0
AET05798.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	49.821	279	128	6	50	319	23	298	1.12e-83	246.0
AET05798.1	tr|C3RYL0|C3RYL0_9BACT	48.689	267	125	7	62	319	45	308	2.88e-82	243.0
AET05798.1	tr|R4YKL9|R4YKL9_OLEAN	46.886	273	134	7	55	319	41	310	8.97e-82	242.0
AET05798.1	UUT36763.1	46.667	270	129	7	62	319	50	316	1.2800000000000001e-80	239.0
AET05798.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	47.122	278	135	8	51	319	23	297	1.92e-80	238.0
AET05798.1	UUT36764.1	43.333	300	159	8	28	319	11	307	1.08e-79	237.0
AET05798.1	ODU60407.1	46.403	278	136	5	55	319	28	305	2.3200000000000003e-79	236.0
AET05798.1	sp|A0A0K8P6T7|PETH_IDESA	49.481	289	132	7	34	315	5	286	7.55e-78	231.0
AET05798.1	tr|A0A1W6L588|A0A1W6L588_9BURK	49.071	269	124	7	60	319	28	292	3.71e-70	212.0
AET05798.1	sp|P19833|LIP1_MORS1	42.912	261	138	6	45	299	44	299	7.810000000000001e-66	201.0
AET05798.1	RLT92980.1	35.319	235	137	6	77	298	21	253	6.58e-38	127.0
AET05798.1	WP_111881932.1	35.124	242	141	8	70	298	27	265	2.16e-35	123.0
AET05798.1	WP_039353427.1	35.802	243	140	8	69	298	26	265	8.700000000000001e-31	110.0
AET05798.1	pdb|2FX5|A	26.695	236	144	9	76	297	19	239	6.4e-07	40.8
AET05798.1	RLI42440.1	25.137	183	80	6	111	239	32	211	2.26e-06	38.9
AET05798.1	WP_085690612.1	25.0	96	50	2	157	237	83	171	0.004	28.9
AET05799.1	sp|Q6A0I4|PETH2_THEFU	100.0	301	0	0	1	301	1	301	0.0	615.0
AET05799.1	sp|Q47RJ6|PETH2_THEFY	100.0	301	0	0	1	301	1	301	0.0	615.0
AET05799.1	AET05799.1	100.0	301	0	0	1	301	1	301	0.0	615.0
AET05799.1	WP_104613137.1	97.674	301	7	0	1	301	1	301	0.0	604.0
AET05799.1	tr|E5BBQ2|E5BBQ2_THEFU	95.017	301	15	0	1	301	19	319	0.0	588.0
AET05799.1	sp|Q47RJ7|PETH1_THEFY	93.023	301	21	0	1	301	19	319	0.0	544.0
AET05799.1	AET05798.1	93.023	301	21	0	1	301	19	319	0.0	544.0
AET05799.1	ADV92526.1	100.0	261	0	0	41	301	2	262	0.0	541.0
AET05799.1	tr|E9LVH7|E9LVH7_THEAE	98.467	261	4	0	41	301	2	262	0.0	527.0
AET05799.1	BAI99230.2	79.07	301	58	2	1	301	1	296	1.2699999999999999e-172	471.0
AET05799.1	sp|F7IX06|PETH2_THEAE	81.063	301	56	1	1	301	1	300	1.0699999999999999e-170	467.0
AET05799.1	tr|H6WX58|H6WX58_9ACTN	75.096	261	65	0	41	301	2	262	1.05e-153	422.0
AET05799.1	WP_078759821.1	59.044	293	113	4	10	300	21	308	5.72e-127	356.0
AET05799.1	tr|W0TJ64|W0TJ64_9PSEU	65.267	262	85	3	42	301	47	304	4.52e-121	341.0
AET05799.1	tr|D1A9G5|D1A9G5_THECD	61.004	259	95	3	44	300	33	287	6.38e-119	335.0
AET05799.1	sp|G9BY57|PETH_UNKP	60.331	242	93	3	41	281	36	275	1.65e-107	306.0
AET05799.1	GBD22443.1	60.331	242	93	3	41	281	36	275	6.68e-107	305.0
AET05799.1	WP_093412886.1	57.586	290	115	4	14	301	10	293	8.58e-101	289.0
AET05799.1	EGD44994.1	49.315	292	141	4	11	300	7	293	2.3799999999999998e-94	273.0
AET05799.1	ANP21911.1	49.338	302	137	8	12	301	5	302	4.2e-93	270.0
AET05799.1	RLU00646.1	52.222	270	118	8	40	301	46	312	1.08e-90	264.0
AET05799.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	51.971	279	122	6	32	301	23	298	1.46e-88	258.0
AET05799.1	ANP21910.1	44.337	309	152	9	10	301	2	307	1.58e-87	256.0
AET05799.1	WP_062195544.1	49.064	267	126	5	44	301	27	292	8.19e-87	254.0
AET05799.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	50.0	266	122	7	44	301	42	304	4.13e-84	247.0
AET05799.1	ODU60407.1	47.842	278	132	5	37	301	28	305	6.95e-84	246.0
AET05799.1	tr|R4YKL9|R4YKL9_OLEAN	47.985	273	131	7	37	301	41	310	1.64e-83	246.0
AET05799.1	tr|C3RYL0|C3RYL0_9BACT	49.438	267	123	7	44	301	45	308	1.69e-83	246.0
AET05799.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	47.842	278	133	8	33	301	23	297	4.35e-83	244.0
AET05799.1	UUT36763.1	47.778	270	126	7	44	301	50	316	1.17e-82	244.0
AET05799.1	UUT36764.1	43.333	300	159	7	10	301	11	307	2.23e-81	240.0
AET05799.1	sp|A0A0K8P6T7|PETH_IDESA	50.519	289	129	7	16	297	5	286	4.43e-80	236.0
AET05799.1	tr|A0A1W6L588|A0A1W6L588_9BURK	49.442	269	123	7	42	301	28	292	3e-72	216.0
AET05799.1	sp|P19833|LIP1_MORS1	46.053	228	113	5	59	281	77	299	2.51e-66	202.0
AET05799.1	RLT92980.1	33.613	238	141	7	57	280	19	253	1.8700000000000002e-37	126.0
AET05799.1	WP_111881932.1	35.071	211	129	4	77	280	56	265	3.16e-34	119.0
AET05799.1	WP_039353427.1	34.199	231	140	6	60	280	37	265	1.4099999999999999e-30	109.0
AET05799.1	RLI42440.1	22.816	206	99	7	80	228	16	218	3.99e-05	35.0
AET05799.1	pdb|2FX5|A	24.255	235	149	8	59	279	20	239	7.81e-05	34.3
AET05799.1	WP_085690612.1	22.917	96	52	2	138	218	82	170	0.021	26.6
WP_104613137.1	WP_104613137.1	100.0	301	0	0	1	301	1	301	0.0	615.0
WP_104613137.1	sp|Q6A0I4|PETH2_THEFU	97.674	301	7	0	1	301	1	301	0.0	604.0
WP_104613137.1	sp|Q47RJ6|PETH2_THEFY	97.674	301	7	0	1	301	1	301	0.0	604.0
WP_104613137.1	AET05799.1	97.674	301	7	0	1	301	1	301	0.0	604.0
WP_104613137.1	tr|E5BBQ2|E5BBQ2_THEFU	97.342	301	8	0	1	301	19	319	0.0	600.0
WP_104613137.1	sp|Q47RJ7|PETH1_THEFY	94.02	301	18	0	1	301	19	319	0.0	550.0
WP_104613137.1	AET05798.1	94.02	301	18	0	1	301	19	319	0.0	550.0
WP_104613137.1	ADV92526.1	97.318	261	7	0	41	301	2	262	0.0	530.0
WP_104613137.1	tr|E9LVH7|E9LVH7_THEAE	96.169	261	10	0	41	301	2	262	0.0	518.0
WP_104613137.1	BAI99230.2	78.073	301	61	2	1	301	1	296	3.9899999999999994e-170	465.0
WP_104613137.1	sp|F7IX06|PETH2_THEAE	79.734	301	60	1	1	301	1	300	2.2299999999999998e-168	461.0
WP_104613137.1	tr|H6WX58|H6WX58_9ACTN	74.713	261	66	0	41	301	2	262	4.27e-153	421.0
WP_104613137.1	WP_078759821.1	58.703	293	114	4	10	300	21	308	4.7599999999999996e-126	354.0
WP_104613137.1	tr|W0TJ64|W0TJ64_9PSEU	64.504	262	87	3	42	301	47	304	1.98e-119	337.0
WP_104613137.1	tr|D1A9G5|D1A9G5_THECD	60.618	259	96	3	44	300	33	287	6.26e-118	333.0
WP_104613137.1	sp|G9BY57|PETH_UNKP	59.504	242	95	3	41	281	36	275	7.7799999999999995e-106	302.0
WP_104613137.1	GBD22443.1	59.504	242	95	3	41	281	36	275	2.97e-105	301.0
WP_104613137.1	WP_093412886.1	57.586	290	115	4	14	301	10	293	5.13e-100	287.0
WP_104613137.1	EGD44994.1	48.63	292	143	4	11	300	7	293	2.58e-93	270.0
WP_104613137.1	ANP21911.1	48.675	302	139	8	12	301	5	302	2.5099999999999997e-91	265.0
WP_104613137.1	RLU00646.1	51.111	270	121	8	40	301	46	312	2.83e-88	258.0
WP_104613137.1	WP_062195544.1	49.438	267	125	5	44	301	27	292	2.64e-87	255.0
WP_104613137.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	50.896	279	125	6	32	301	23	298	7.72e-87	254.0
WP_104613137.1	ANP21910.1	44.013	309	153	9	10	301	2	307	2.91e-86	253.0
WP_104613137.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	48.872	266	125	7	44	301	42	304	3.63e-84	247.0
WP_104613137.1	tr|R4YKL9|R4YKL9_OLEAN	47.253	273	133	7	37	301	41	310	1.38e-82	243.0
WP_104613137.1	tr|C3RYL0|C3RYL0_9BACT	48.689	267	125	7	44	301	45	308	4.82e-82	242.0
WP_104613137.1	ODU60407.1	46.763	278	135	5	37	301	28	305	2.29e-81	240.0
WP_104613137.1	UUT36763.1	47.037	270	128	7	44	301	50	316	2.91e-81	240.0
WP_104613137.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	47.482	278	134	8	33	301	23	297	7.38e-81	239.0
WP_104613137.1	UUT36764.1	42.667	300	161	7	10	301	11	307	1.0500000000000001e-79	236.0
WP_104613137.1	sp|A0A0K8P6T7|PETH_IDESA	49.827	289	131	7	16	297	5	286	4.26e-78	231.0
WP_104613137.1	tr|A0A1W6L588|A0A1W6L588_9BURK	49.814	269	122	7	42	301	28	292	5.06e-71	213.0
WP_104613137.1	sp|P19833|LIP1_MORS1	42.537	268	143	6	20	281	37	299	2.1699999999999998e-67	205.0
WP_104613137.1	RLT92980.1	34.894	235	138	6	59	280	21	253	1.18e-38	129.0
WP_104613137.1	WP_111881932.1	34.597	211	130	4	77	280	56	265	1.77e-33	117.0
WP_104613137.1	WP_039353427.1	33.471	242	147	7	51	280	26	265	2.1500000000000002e-29	106.0
WP_104613137.1	RLI42440.1	23.618	199	92	7	80	221	16	211	2.29e-06	38.9
WP_104613137.1	pdb|2FX5|A	25.0	236	148	8	58	279	19	239	2.05e-05	35.8
WP_104613137.1	WP_085690612.1	23.958	96	51	2	138	218	82	170	0.005	28.5
ADV92526.1	sp|Q6A0I4|PETH2_THEFU	100.0	261	0	0	2	262	41	301	0.0	541.0
ADV92526.1	sp|Q47RJ6|PETH2_THEFY	100.0	261	0	0	2	262	41	301	0.0	541.0
ADV92526.1	AET05799.1	100.0	261	0	0	2	262	41	301	0.0	541.0
ADV92526.1	ADV92526.1	100.0	262	0	0	1	262	1	262	0.0	540.0
ADV92526.1	WP_104613137.1	97.318	261	7	0	2	262	41	301	0.0	530.0
ADV92526.1	tr|E9LVH7|E9LVH7_THEAE	98.473	262	4	0	1	262	1	262	0.0	525.0
ADV92526.1	sp|Q47RJ7|PETH1_THEFY	93.103	261	18	0	2	262	59	319	0.0	504.0
ADV92526.1	AET05798.1	93.103	261	18	0	2	262	59	319	0.0	504.0
ADV92526.1	tr|E5BBQ2|E5BBQ2_THEFU	94.253	261	15	0	2	262	59	319	1.2200000000000002e-179	488.0
ADV92526.1	BAI99230.2	83.077	260	44	0	3	262	37	296	6.15e-169	460.0
ADV92526.1	sp|F7IX06|PETH2_THEAE	82.308	260	46	0	3	262	41	300	3.29e-166	454.0
ADV92526.1	tr|H6WX58|H6WX58_9ACTN	75.191	262	65	0	1	262	1	262	4.84e-154	421.0
ADV92526.1	tr|W0TJ64|W0TJ64_9PSEU	65.267	262	85	3	3	262	47	304	8.21e-121	339.0
ADV92526.1	WP_078759821.1	61.069	262	97	3	2	261	50	308	1.4e-120	338.0
ADV92526.1	tr|D1A9G5|D1A9G5_THECD	61.004	259	95	3	5	261	33	287	8.39e-119	333.0
ADV92526.1	sp|G9BY57|PETH_UNKP	60.082	243	94	3	1	242	35	275	1.69e-107	305.0
ADV92526.1	GBD22443.1	60.082	243	94	3	1	242	35	275	5.45e-107	303.0
ADV92526.1	WP_093412886.1	60.853	258	95	3	7	262	40	293	1.63e-98	282.0
ADV92526.1	ANP21911.1	52.83	265	114	7	5	262	42	302	1.54e-91	265.0
ADV92526.1	RLU00646.1	53.008	266	114	8	5	262	50	312	3.55e-90	261.0
ADV92526.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	52.416	269	117	5	3	262	32	298	2.33e-88	256.0
ADV92526.1	EGD44994.1	50.575	261	122	4	3	261	38	293	3.94e-88	256.0
ADV92526.1	WP_062195544.1	49.064	267	126	5	5	262	27	292	9.07e-87	252.0
ADV92526.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	50.0	266	122	7	5	262	42	304	6.61e-84	245.0
ADV92526.1	ANP21910.1	46.84	269	129	7	5	262	42	307	6.72e-84	245.0
ADV92526.1	tr|C3RYL0|C3RYL0_9BACT	49.438	267	123	7	5	262	45	308	1.57e-83	244.0
ADV92526.1	tr|R4YKL9|R4YKL9_OLEAN	48.872	266	125	7	5	262	48	310	2.66e-83	244.0
ADV92526.1	ODU60407.1	48.339	271	127	5	5	262	35	305	3.64e-83	243.0
ADV92526.1	UUT36763.1	47.778	270	126	7	5	262	50	316	1.3999999999999998e-82	242.0
ADV92526.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	48.327	269	128	7	2	262	32	297	4.15e-82	240.0
ADV92526.1	UUT36764.1	46.617	266	131	7	5	262	45	307	4.5700000000000004e-80	235.0
ADV92526.1	sp|A0A0K8P6T7|PETH_IDESA	51.711	263	114	6	3	258	30	286	6.83e-78	229.0
ADV92526.1	tr|A0A1W6L588|A0A1W6L588_9BURK	49.442	269	123	7	3	262	28	292	1.9e-72	216.0
ADV92526.1	sp|P19833|LIP1_MORS1	46.053	228	113	5	20	242	77	299	4.79e-66	200.0
ADV92526.1	RLT92980.1	34.468	235	139	6	20	241	21	253	9.34e-38	125.0
ADV92526.1	WP_111881932.1	35.071	211	129	4	38	241	56	265	1.13e-34	119.0
ADV92526.1	WP_039353427.1	34.199	231	140	6	21	241	37	265	8.54e-31	109.0
ADV92526.1	pdb|2FX5|A	24.255	235	149	8	20	240	20	239	4.88e-05	34.3
ADV92526.1	RLI42440.1	23.116	199	93	7	41	182	16	211	4.89e-05	34.3
ADV92526.1	WP_085690612.1	22.917	96	52	2	99	179	82	170	0.023	26.2
BAI99230.2	BAI99230.2	100.0	296	0	0	1	296	1	296	0.0	605.0
BAI99230.2	sp|F7IX06|PETH2_THEAE	89.333	300	28	1	1	296	1	300	0.0	530.0
BAI99230.2	sp|Q47RJ7|PETH1_THEFY	82.06	301	49	2	1	296	19	319	0.0	499.0
BAI99230.2	AET05798.1	82.06	301	49	2	1	296	19	319	0.0	499.0
BAI99230.2	sp|Q6A0I4|PETH2_THEFU	80.066	301	55	2	1	296	1	301	2.51e-178	486.0
